"target","name","model","window_size","window_seconds","stride","mask","label_mode","epochs","parameters","train_windows","val_windows","test_windows","threshold","accuracy","precision","recall","f1_positive","f1_macro","tp","tn","fp","fn","positive_oversample","hard_negative_oversample","hard_negative_top_frac","label_smoothing","prob_smooth_span","feature_scale_std","time_jitter_prob","time_jitter_max","temporal_smooth_prob","seconds"
"looking_away","LearnedTemporal-W60-NoStagewiseRules","temporal_conv","60","4.0","30","no_stagewise_rules","positive_ratio","14","45761","3716","739","794","0.6700000000000002","0.7695214105793451","0.5355450236966824","0.5707070707070707","0.5525672371638142","0.6986754760882684","113","498","98","85","3","2","0.3","0.0","1","0.0","0.0","0","0.0","78.6908187866211"
