"target","name","model","window_size","window_seconds","stride","mask","label_mode","epochs","parameters","train_windows","val_windows","test_windows","threshold","accuracy","precision","recall","f1_positive","f1_macro","tp","tn","fp","fn","positive_oversample","hard_negative_oversample","hard_negative_top_frac","label_smoothing","prob_smooth_span","feature_scale_std","time_jitter_prob","time_jitter_max","temporal_smooth_prob","seconds"
"offscreen_gaze","LearnedTemporal-W60-NoStagewiseRules","lstm_with_statistics","60","4.0","30","no_stagewise_rules","positive_ratio","14","244400","3716","739","794","0.9500000000000002","0.7544080604534005","0.6507936507936508","0.6051660516605166","0.627151051625239","0.7220262300379716","164","435","88","107","3","2","0.3","0.0","1","0.0","0.0","0","0.0","248.88204097747803"
